Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Filename
2551754822,"Jul 21, 2019, 5:27:30 PM",Morning Run,Run,,2233,7.71,61,false,Dyad,activities/2551754822.gpx
2554988772,"Jul 22, 2019, 11:57:08 PM",Afternoon Run,Run,,1263,4.36,39,false,Dyad,activities/2554988772.gpx
2556780318,"Jul 23, 2019, 4:22:00 PM",Morning Run,Run,,2167,7.32,50,false,Dyad,activities/2556780318.gpx
2560668978,"Jul 24, 2019, 11:19:22 PM",Afternoon Run,Run,,1541,5.62,41,false,Dyad,activities/2560668978.gpx
2563744681,"Jul 26, 2019, 4:59:33 AM",Night Run,Run,,1644,5.83,31,false,Dyad,activities/2563744681.gpx
2568015878,"Jul 27, 2019, 5:54:29 PM",Morning Run,Run,,1725,5.43,35,false,Dyad,activities/2568015878.gpx
2574550051,"Jul 30, 2019, 4:05:17 AM",Night Run,Run,,2132,7.44,41,false,Dyad,activities/2574550051.gpx
2581703595,"Aug 1, 2019, 2:58:57 PM",Morning Run,Run,,3067,10.00,80,false,Dyad,activities/2581703595.gpx
2587110353,"Aug 3, 2019, 2:25:05 PM",Morning Run,Run,,2458,7.53,53,false,Dyad,activities/2587110353.gpx
2603070173,"Aug 8, 2019, 11:39:52 PM",Evening Run,Run,,1744,5.88,44,false,Dyad,activities/2603070173.gpx
2605466864,"Aug 9, 2019, 11:51:51 PM",Evening Run,Run,,1831,6.11,29,false,Dyad,activities/2605466864.gpx
2607312124,"Aug 10, 2019, 3:29:12 PM",Lunch Run,Run,,1957,6.95,37,false,Dyad,activities/2607312124.gpx
2609939145,"Aug 11, 2019, 1:15:50 PM",Morning Run,Run,,2593,7.97,42,false,Dyad,activities/2609939145.gpx
2622090856,"Aug 15, 2019, 6:12:46 PM",Afternoon Run,Run,,2375,8.14,50,false,Dyad,activities/2622090856.gpx
2631544612,"Aug 19, 2019, 3:45:33 AM",Evening Run,Run,,1645,5.48,34,false,Dyad,activities/2631544612.gpx
2636724401,"Aug 20, 2019, 9:17:16 PM",Afternoon Run,Run,,3624,11.19,109,false,Dyad,activities/2636724401.gpx
2641563333,"Aug 22, 2019, 2:52:51 PM",Morning Run,Run,,2873,5.17,38,false,Dyad,activities/2641563333.gpx
2641563352,"Aug 22, 2019, 3:23:04 AM",Evening Run,Run,,1547,4.92,20,false,Dyad,activities/2641563352.gpx
2653321322,"Aug 26, 2019, 2:51:53 PM",Morning Run,Run,,790,2.63,8,false,Dyad,activities/2653321322.gpx
2654772665,"Aug 27, 2019, 3:36:54 AM",Evening Run,Run,,1730,5.84,,false,Dyad,activities/2654772665.gpx
2657840220,"Aug 28, 2019, 3:15:28 AM",Evening Run,Run,,1632,5.69,35,false,Dyad,activities/2657840220.gpx
2659245065,"Aug 28, 2019, 3:29:39 PM",Morning Run,Run,,1788,6.03,29,false,Dyad,activities/2659245065.gpx
2662110054,"Aug 29, 2019, 3:33:04 PM",Morning Run,Run,,1866,6.15,38,false,Dyad,activities/2662110054.gpx
2666034645,"Aug 31, 2019, 2:38:10 AM",Evening Run,Run,,1659,5.71,38,false,Dyad,activities/2666034645.gpx
2672370458,"Sep 2, 2019, 4:43:27 AM",Night Run,Run,,1764,6.09,14,false,Dyad,activities/2672370458.gpx
2675038255,"Sep 3, 2019, 3:05:01 AM",Evening Run,Run,,1608,5.65,36,false,Dyad,activities/2675038255.gpx
2676374997,"Sep 3, 2019, 3:02:56 PM",Morning Run,Run,,2286,5.24,38,false,Dyad,activities/2676374997.gpx
2677274418,"Sep 3, 2019, 7:15:19 PM",Lunch Run,Run,,1785,4.96,33,false,Dyad,activities/2677274418.gpx
2683804999,"Sep 6, 2019, 4:08:51 AM",Night Run,Run,,1509,5.12,21,false,Dyad,activities/2683804999.gpx
2689249580,"Sep 8, 2019, 4:16:58 AM",Night Run,Run,,2127,7.40,34,false,Dyad,activities/2689249580.gpx
2692557964,"Sep 9, 2019, 3:53:57 AM",Evening Run,Run,,1697,5.72,23,false,Dyad,activities/2692557964.gpx
2695078826,"Sep 10, 2019, 2:50:46 AM",Evening Run,Run,,2238,7.85,65,false,Dyad,activities/2695078826.gpx
2697479185,"Sep 10, 2019, 8:16:51 PM",Afternoon Run,Run,,3453,11.15,78,false,Dyad,activities/2697479185.gpx
2701033799,"Sep 12, 2019, 4:18:39 AM",Night Run,Run,"",1648,5.42,24,false,12,activities/2701033799.gpx
2703837669,"Sep 13, 2019, 3:48:16 AM",Evening Run,Run,"",3111,10.39,69,false,12,activities/2703837669.gpx
2713625947,"Sep 16, 2019, 12:47:44 PM",Morning Run,Run,"",1531,4.55,20,false,12,activities/2713625947.gpx
2716056140,"Sep 17, 2019, 10:25:40 AM",Morning Run,Run,"",2318,7.45,,false,12,activities/2716056140.gpx
2719112115,"Sep 18, 2019, 10:55:01 AM",Morning Run,Run,"",1834,6.23,,false,12,activities/2719112115.gpx
2723557725,"Sep 19, 2019, 9:30:25 PM",Afternoon Run,Run,"",2392,7.39,,false,12,activities/2723557725.gpx
2724617874,"Sep 20, 2019, 10:38:42 AM",Morning Run,Run,"",1740,6.03,,false,12,activities/2724617874.gpx
2729481805,"Sep 22, 2019, 3:47:28 AM",Evening Run,Run,"",1479,5.39,43,false,12,activities/2729481805.gpx
2735016890,"Sep 24, 2019, 3:16:45 AM",Evening Run,Run,"",2367,7.74,44,false,12,activities/2735016890.gpx
2737802943,"Sep 25, 2019, 3:37:09 AM",Evening Run,Run,"",2302,7.66,42,false,12,activities/2737802943.gpx
2748037780,"Sep 29, 2019, 2:23:38 AM",Evening Run,Run,"",3572,10.75,73,false,12,activities/2748037780.gpx
2751045375,"Sep 30, 2019, 3:46:52 AM",Evening Run,Run,"",1066,4.29,30,false,12,activities/2751045375.gpx
